,year,parent_entity,parent_type,commodity,production_value,production_unit,total_emissions_MtCO2e,emission_intensity
11947,1886,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,1.234389762577714,Million tonnes/yr,2.492344573326143,2.0190904436225274
11948,1886,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.199386070984984,Million tonnes/yr,0.5411615165503663,2.714139026246832
11949,1887,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.4250369600831478,Million tonnes/yr,0.5692137969986959,1.339210116897466
11950,1887,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,1.296967618891487,Million tonnes/yr,2.6186949249916656,2.0190904436225274
11951,1887,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.2094940234501658,Million tonnes/yr,0.5685959048115641,2.7141390262468326
11952,1888,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.4455447211325973,Million tonnes/yr,0.5966779980710346,1.3392101168974662
11953,1888,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,1.359545476112454,Million tonnes/yr,2.7450452784888957,2.019090443622528
11954,1888,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.2196019759153476,Million tonnes/yr,0.5960302930727619,2.7141390262468326
11955,1889,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.4660524821820469,Million tonnes/yr,0.6241421991433732,1.339210116897466
11956,1889,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,1.422123333333421,Million tonnes/yr,2.8713956319861245,2.0190904436225274
11957,1889,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.2297099283805294,Million tonnes/yr,0.6234646813339597,2.7141390262468326
11958,1890,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.4865602432314965,Million tonnes/yr,0.6516064002157118,1.3392101168974657
11959,1890,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,1.4847011896471938,Million tonnes/yr,2.9977459836516465,2.0190904436225274
11960,1890,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.2398178808457112,Million tonnes/yr,0.6508990695951575,2.7141390262468326
11961,1891,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.507068004280946,Million tonnes/yr,0.6790706012880504,1.339210116897466
11962,1891,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,1.547279046868161,Million tonnes/yr,3.1240963371488766,2.0190904436225274
11963,1891,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.249925833310893,Million tonnes/yr,0.6783334578563553,2.7141390262468326
11964,1892,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.5275757653303955,Million tonnes/yr,0.706534802360389,1.339210116897466
11965,1892,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,1.609856904089128,Million tonnes/yr,3.2504466906461063,2.0190904436225274
11966,1892,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.2600337857760749,Million tonnes/yr,0.7057678461175533,2.714139026246832
11967,1893,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.5480835263798451,Million tonnes/yr,0.7339990034327277,1.339210116897466
11968,1893,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,1.672434760402901,Million tonnes/yr,3.3767970423116287,2.0190904436225274
11969,1893,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.2701417382412566,Million tonnes/yr,0.7332022343787509,2.7141390262468326
11970,1894,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.5685912874292945,Million tonnes/yr,0.7614632045050662,1.339210116897466
11971,1894,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,1.735012617623868,Million tonnes/yr,3.503147395808858,2.0190904436225274
11972,1894,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.2802496907064384,Million tonnes/yr,0.7606366226399488,2.714139026246833
11973,1895,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.5890990484787442,Million tonnes/yr,0.788927405577405,1.3392101168974662
11974,1895,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,1.797590474844835,Million tonnes/yr,3.629497749306088,2.0190904436225274
11975,1895,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.2903576431716202,Million tonnes/yr,0.7880710109011465,2.7141390262468326
11976,1896,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.6096068095281937,Million tonnes/yr,0.8163916066497436,1.3392101168974662
11977,1896,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,1.8601683320658025,Million tonnes/yr,3.7558481028033177,2.0190904436225274
11978,1896,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.3004655956368021,Million tonnes/yr,0.8155053991623444,2.714139026246832
11979,1897,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.6301145705776433,Million tonnes/yr,0.8438558077220824,1.3392101168974662
11980,1897,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,1.9227461883795751,Million tonnes/yr,3.8821984544688393,2.019090443622527
11981,1897,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.3105735481019839,Million tonnes/yr,0.8429397874235423,2.714139026246832
11982,1898,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.6506223316270928,Million tonnes/yr,0.8713200087944208,1.339210116897466
11983,1898,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,1.985324045600542,Million tonnes/yr,4.0085488079660685,2.019090443622527
11984,1898,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.3206815005671656,Million tonnes/yr,0.87037417568474,2.7141390262468326
11985,1899,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.6711300926765423,Million tonnes/yr,0.8987842098667594,1.339210116897466
11986,1899,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,2.0479019028215086,Million tonnes/yr,4.1348991614632995,2.0190904436225283
11987,1899,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.3307894530323474,Million tonnes/yr,0.8978085639459378,2.7141390262468326
11988,1900,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.691637853725992,Million tonnes/yr,0.9262484109390982,1.339210116897466
11989,1900,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,2.110479759135282,Million tonnes/yr,4.2612495131288215,2.0190904436225274
11990,1900,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.3408974054975293,Million tonnes/yr,0.9252429522071356,2.714139026246832
11991,1901,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.7121456147754415,Million tonnes/yr,0.9537126120114368,1.339210116897466
11992,1901,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,2.1730576163562487,Million tonnes/yr,4.387599866626052,2.019090443622528
11993,1901,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.3510053579627111,Million tonnes/yr,0.9526773404683334,2.714139026246832
11994,1902,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.732653376732085,Million tonnes/yr,0.9811768142986989,1.3392101168974662
11995,1902,Westmoreland Mining,Investor-owned Company,Sub-Bituminous Coal,2.235635473577216,Million tonnes/yr,4.51395022012328,2.0190904436225274
11996,1902,Westmoreland Mining,Investor-owned Company,Bituminous Coal,0.3611133104278929,Million tonnes/yr,0.9801117287295312,2.714139026246832
11997,1903,Westmoreland Mining,Investor-owned Company,Lignite Coal,0.7531611377815346,Million tonnes/yr,1.0086410153710377,1.3392101168974664
